"address/buildingId","address/city","address/state","address/streetAddress","address/zipcode","cityId","stateId","price/changedDate","price/priceChange","price/pricePerSquareFoot","price/suffix","price/value","homeStatus","datePostedString","description"
"1003104228","Orlando","FL","8000 Poinciana Blvd UNIT 2114","32821","13121","14",,,"175",,"216000","FOR_SALE","2023-10-16","LOCATION, LOCATION, LOCATION for this fully furnished resort style 3 bed 2 bath Condo-Hotel is located in the PRIME area of Lake Buena Vista Orlando on the 1st floor with a walk out patio for added convenience. The resort is also a Walt Disney World Good Neighbor® Hotel! It was also named one of TripAdvisor's Best of 2020! The Master Suite has a wake up shower and separate Jacuzzi tub. You will have a first class hotel at your service and you will also have the opportunity to have your unit rented when you are not enjoying it and generate income. There are also numerous amenities available, including a full-service luxury spa-salon, 2 pools, game room, kid's Playground, Frankie's Farrells Pub, Pizza Hut Cafe express, Lani's Tiki Bar & Grill, and fitness center. The complex also has a LBV Factory Outlet Mall next door, with major brand stores. There is free parking, shuttle services to Disney, Universal, and Sea World parks. Just 15 miles from the Orlando International Airport. Realtor is the Owner and you will be delighted to have a condo in the heart of the magical area of Orlando."
,"Dade City","FL","12474 Hilltop Farms Dr","33525","44837","14","1697428800000","420","157",,"467570","FOR_SALE","2023-10-16","Cul de Sac Living!  Hilltop Point is a beautiful new community in Dade City. Your will savor the uniqueness of this stunning Providence plan with spacious upstairs private living area. As you approach this home, a two-car garage is there to greet you, and pass under the covered entry as you head toward the front door. When you step into the foyer, you will find a nicely sized guest bedroom, perfect for Florida visitors. Stepping back into the foyer and walking past the stairs, you will find the kitchen with wraparound granite countertops and a large island. Just past the kitchen is a hallway that contains two bedrooms of equal size that share a full bath.  As you head back to the kitchen, you will find the dining area right next to the family room, so when it comes to entertaining you don't have to maneuver everyone into a different room.  At the back is where you will find the owners bedroom with plenty of space and windows directly facing the backyard for beautiful views. The owners bathroom is just as impressive with a large walk-in closet, an enclosed toilet, and a walk-in shower.  Head back towards the front door and take the stairs up to the second floor and you will find a large bonus room with private bedroom and bath.  This home is ideal for a small family ready to grow. Contact us to schedule a tour today!"
,"Dade City","FL","12426 Hilltop Farms Dr","33525","44837","14","1697428800000","12540","161",,"480890","FOR_SALE","2023-10-16","Under Construction. Cul de Sac Living!  As you approach this home, a two-car garage is there to greet you, and pass under the covered entry as you head toward the front door. When you step into the foyer, you will find a nicely sized flex room, which can easily transform into another bedroom, a formal dining room, office or a playroom.    Stepping back into the foyer and walking past the stairs, you will find the kitchen with wraparound countertops and a large island. Just past the kitchen is a hallway that contains two bedrooms of equal size that share a full bath.    As you head back to the kitchen, you will find the dining area right next to the family room, so when it comes to entertaining you don't have to maneuver everyone into a different room.    At the back is where you will find the owner’s bedroom with plenty of space and windows directly facing the backyard for beautiful views. The owner’s bathroom is just as impressive with a large walk-in closet, an enclosed toilet, and a walk-in shower.    Head back towards the front door and take the stairs up to the second floor and you will find the large bonus room with a plethora of space you can convert into a large play room or create you very own art studio or gaming center for your video game fix."
,"Lakeland","FL","3154 Valley High Dr","33813","25483","14",,,"238",,"375000","FOR_SALE","2023-10-16","It’s not aways LOCATION, LOCATION, LOCATION! Sometimes it’s LOCATION, COMPLETELY RENOVATED and PRICEPOINT!!! This 3 bedroom/SPLIT PLAN, 2 bath pool home with attached 2 car garage on 1/3 acre with fenced yard will check ALL YOUR BOXES!!  This POOL HOME is just what you have been waiting for! Home also has a large INSIDE LAUNDRY ROOM, FORMAL DINING, FORMAL LIVING/FLEX ROOM, PLUS a FAMILY ROOM with DOUBLE French Doors leading out to the large, screened lanai overlooking the pool.  The remodeled kitchen has GRANITE countertops and WOOD cabinets.  OVERSIZED 2 car garage with NEW SIDE DOOR opening to side yard. BRAND NEW FLOORING THRUOUT - EXTERIOR and INTERIOR PAINTING, COMPLETE NEW MASTER BATH/Private Lavatory and Shower/Walk In Closet, NEW CEILING FANS, NEW LIGHT FIXTURES, NEW BLINDS, NEW TOILETS, NEW BATHTUB, ALL NEW FAUCETS, NEW GARAGE OPENER – all completed in 2023.  DRAINFIELD REPLACED 2020, ROOF 2019, AC 2019, WATER HEATER 2019. Home sits on 1/3 acre with spacious fenced back yard. Home has had all popcorn ceilings removed......... NO HOA........ Popular Lakeland schools are available thanks to this fabulous Southeast quadrant Highlands location."
,"North Port","FL","6345 Freemont St","34287","13031","14",,,"279",,"320000","FOR_SALE","2023-10-16","Wonderful well maintained pool home with lots of parking and a fully fenced yard.  The pool has jets that shoots up water. The home is open floor plan with many updates. The roof is 5 yrs young, ac is and hot water heater 2 yrs young, Kitchen is updated with granite as well as beautiful tile backsplash and the pool is just 3 yrs young.  The yard is wonderful for pets and for the gardener who likes plants.  Owner has fenced off a separate area in the yard for planting on one side of pool and the rest of the yard for grass. There is a shed to store all the yard and pool equipment.  The home has a separate indoor laundry room with shelves and cabinets for additional storage.  There is also a big walk in closet in the hallway for storage and this closet could be used to make a master bath if you chose to add one.  Location is not in a flood zone but there are waterways for boating nearby.  Own a piece of paradise today."
"1138394942","Margate","FL","1535 NW 80th Ave APT H","33063","17571","14",,,"217",,"365000","FOR_SALE","2023-10-16","Here's your opportunity to own this beautifully renovated & well maintained townhome located in Margate. This home boast 3 spacious bedrooms & 2.5 bathrooms. There's lots of storage with the huge closets & extra storage room in the Florida sunroom. That's right a bonus room with views of a private backyard with lush fruit trees & plants that's perfect for relaxing & entertaining. Speaking of entertaining the kitchen has lots of storage, stainless steel appliances, a huge pantry & a bar height counter top over looking the dining/family room. This home is a true pride of ownership & is structurally sound boasting a newly replaced roof, HVAC, Water heater, & is freshly painted & upgraded. It's centrally located to all major roadways, shopping & dinning makes this a plus. This is a must see! Here's your opportunity to own this beautifully renovated & well maintained townhome located in Margate. This home boast 3 spacious bedrooms & 2.5 bathrooms. There's lots of storage spaces with the huge closets & extra storage in the Florida sunroom. That's right a bonus room with views of a private backyard with lush fruit trees & plants that's perfect for relaxing & entertaining. Speaking of entertaining the kitchen has lots of storage, stainless steel appliances & a huge pantry & a bar height counter top over looking the dining/family room. This home is a true pride of ownership & is structurally sound boasting a newly replaced roof, HVAC, Water heater, & is freshly painted & upgraded. It's centrally located to all major roadways, shopping & dinning makes this a plus. This is a must see!"
,"Cape Coral","FL","128 NW 26th Pl","33993","30742","14",,,"226",,"425900","FOR_SALE","2023-10-16","Beautiful NEW Construction Home!, ready to move in! Custom built Home featuring 3 Bedrooms, 3 Bathrooms, Storage unit with AC .Quartz countertops in Kitchen and Bathrooms, top of the line appliances, soft close cabinets, upgraded lighting, fans and fixtures, Master bath features dual sinks, walking shower. 8' Sliders and doors, Tray ceiling, Impact windows. and sliding doors , Pavered driveway, . A Must See! Fantastic opportunity to buy for either yourself or for investment purposes."
,"Deltona","FL","2291 Whitehorse St","32738","24359","14",,,"260",,"294999","FOR_SALE","2023-10-16","Welcome home to this move-in ready property on an oversized lot located in Deltona Lakes! Step inside to an open floor plan with spacious family room, vaulted ceilings, tile and laminate flooring throughout. A bay window along the front provides plenty of natural light into the updated kitchen with granite counter tops with stainless appliances. The kitchen features a NEW REFRIGERATOR AND DISHWASHER 2019 and NEW MICROWAVE AND KITCHEN FAUCET 2020. The dining area is perfect for entertaining and open to the family room and kitchen bar. A large double paned sliding glass door with built-in blinds is located along the back of the family room with views into the backyard and outdoor patio. Step outside to the screened enclosed patio and the huge fully fenced backyard! This lot backs up to a large wooded lot.The split floor plan features 2 bedrooms and a shared bath on one side. The updated bath offers subway tile in the shower/tub combo. The private master suite features a walk in closet with shelving, glass tile design features, and a walk in shower with frameless glass doors. Both baths have new exhaust fans installed and a NEW TANKLESS HOT WATER HEATER in 2017. Attached 2 car garage with attic flooring added for additional storage, and a NEW WATER SOFTENER In 2020. Don’t miss your chance to own this updated home with a peaceful backyard with no neighbors to the right or back of the lot! Deltona Lakes is convenient to I-4 to get anywhere in Central Florida!"
,"Boynton Beach","FL","2095 SW 24th Cir","33426","30559","14",,,"269",,"307000","FOR_SALE","2023-10-16","Experience Florida living in this 2-bed, 2-bath Cedarwood Villas gem. Open floor plan, updated kitchen, and a private outdoor oasis. Primary suite with patio access, walk-in closet, and en-suite bath. Enjoy screened and open patios, abundant natural light, and easy access to shopping, dining, schools, airports, and highways. This end-unit villa bathes in South Florida sunshine. Both bathrooms have been updated and newer tile floors flow throughout. Large utility room with new full-size washer and dryer, newer A/C and Water heater, two parking spaces, a pool, and nearby amenities. Less than 10 min to the beach and close to Delray Beach's Atlantic Ave. Quiet, pet-friendly, ALL-AGES community near quiet Leisureville. This fee-simple villa will not last!"
"1009666352","Fort Myers","FL","4204 Liron Ave APT 101","33916","31614","14",,,"241",,"330000","FOR_SALE","2023-10-16","Ideal location, remarkable view, and on the first floor. This is a must-see, Turnkey! Enjoy your morning cup of coffee or an evening cocktail with an unobstructed view of the pond. You'll find yourself getting lost soaking up the scenery in the private lanai.  Feel at home and relaxed indoors as well. This 3 bedroom, 2 bath unit offers natural light and ample space for entertaining guests. Some other noteworthy features are a walk-in closet in the main suite and a convenient attached garage. As part of the Province Park gated community, it offers various amenities for residents. Enjoy a fitness center, pool, pickleball, tennis courts, and dog park, just to name a few. You'll appreciate the convenience of its location. It's near Fort Myers shopping, dining, RSW Airport, and major roadways. Don't miss out on this terrific opportunity; schedule an appointment today."
,"Apopka","FL","1207 Alton Dr","32703","50741","14",,,"251",,"385000","FOR_SALE","2023-10-16","Bear Lake Manor, a highly desired community in Seminole County. When you enter this beautiful three-bedroom, two bathrooms, of 1,534 square foot, one story home, you are astonished with the available open space concept it has to offer. The homes’ windows and slider door bring in an abundance of natural light. The window treatments are a delight! The family room has a splendid view of the covered screen in rear patio! In addition this home features tile floors throughout, large yard with fencing, a Ring doorbell, a laundry room with the washer and dryer, a two-car garage, and the roof 2017. This home offers NO HOA!! This community attends Seminole County finest of schools, convenient to local hospitals, grocery stores, restaurants, shops, the mall. Also, conveniently located in Central Florida with access to I4 and major roadways to the beaches, attractions, and Downtown Orlando. This is a wonderful opportunity to make this home your own!"
"1001784610","Palm Beach Gardens","FL","11021 Legacy Ln APT 304","33410","53788","14","1557547200000","150000","289",,"405000","FOR_SALE","2023-10-16","Welcome to Legacy Place Condos located in beautiful Palm Beach Gardens, FL! This charming 2-bedroom, 2-bathroom condo is a cozy and inviting place to call home. With its convenient location and modern amenities, it's the perfect choice for comfortable living in a beautiful community. Don't miss your chance to make this lovely condo your own."
,"Brooksville","FL","14151 Holly Hammock Ln","34613","55074","14",,,"187",,"321123","FOR_SALE","2023-10-16","Over sized corner lot entry to cul-de-sac.  Private gated community of Spring Ridge. Home boasts 3bdrms/2bthrms with volume ceilings throughout.  Newer wood flooring throughout, except for kitchen and wet areas.  Master suite has garden tub and separate shower (newly installed) and walk-in closet.  Large 2car garage front entry to home.  Clubhouse amenities include pool, fitness center, and playground with basketball court.  Owner is motivated.  May consider contract for deed with 10% down"
,"Boynton Beach","FL","8604 Logia Cir","33472","30559","14",,,"282",,"399900","FOR_SALE","2023-10-16","Super Sharp La Tesora unit with a modernized kitchen that includes taking walls down to give that wide open flow that you're looking for. Very light and bright unit. The floors have been replaced, and many upgrades have been added including but not limited to skylights, lighting, crown molding, outfitted closets, new a/c 2023, accordion shutters, and much more. It's a true winner! The amazing brand new state of the art clubhouse is a sight to behold. Truly elegant and fully equipped with a beautiful cafe, new ballroom, upper level lounge and bar, balcony patio overlooking lakes & pools, state of the art fitness center that is second to none, and so much more. The lakeside patio offers an Olympic sized pool, and resistance pool, cabanas, spas and a gorgeous veranda. Don't miss your chance!"
,"New Port Richey","FL","8041 Blue Finch Way","34653","6172","14",,,"215",,"329900","FOR_SALE","2023-10-16","OWNER IS REPLACING ROOF PRIOR TO CLOSING.    Welcome to your perfect family home! This remarkable MLS listing offers everything you need for comfortable and convenient living. With 3 bedrooms, 2 bathrooms and 2 bonus rooms, it provides ample space for your family to thrive.    Your comfort is a top priority, and this home delivers with newer A/C and a water heater, ensuring a pleasant and energy-efficient living environment. The bathrooms have recently undergone renovations, radiating contemporary charm and offering a luxurious experience. The meticulous attention to detail is evident in the exquisite fixtures and tasteful selection of tiles.    The bedrooms provide a tranquil sanctuary, each adorned with brand new carpeting that adds a touch of plush comfort. The neutral tones and fresh paint throughout the house create a welcoming atmosphere, ready to embrace your personal style and design preferences.    The kitchen features newer stainless steel appliances that combine modern style with practicality with a view into the living room.    A large bonus room presents endless possibilities. Whether you envision it as a playroom or a cozy sitting area for relaxation and entertainment, this versatile space will cater to your family's needs.    Additionally, another bonus room awaits, serving as the ultimate retreat for your personal preferences. Whether you dream of a she shed, a man cave, or a productive home office, this room is a blank canvas waiting for your creative touch.    Beyond the walls of this beautiful home, you'll find a desirable location that's close to excellent schools, a major Trinity shopping hub, and a variety of restaurants.    Don't miss out on this incredible opportunity to own a home that checks all the boxes. With its spacious layout, recent upgrades, and prime location, this MLS listing is truly a gem. Schedule a showing today and imagine the endless possibilities of creating cherished memories in this perfect family home."
,"Spring Hill","FL","2074 Godfrey Ave","34609","27219","14",,,"276",,"299900","FOR_SALE","2023-10-16","WELL MAINTAINED- CLEAN - MOVE IN READY - 2/2/2 -  SPLIT FLOOR PLAN. -  This home is in terrific condition.   Wood floors in living areas and super clean carpet in the two bedrooms.   CORIAN counter tops in kitchen and GRANITE in both bathrooms.  The split floor plan gives this home a PRIVATE feel if you're having guests stay over.  NEW STORM WINDOWS were installed in 2014.  Beautiful PLANTATION SHUTTERS and CROWN MOULDING give this home a cozy and finished feel.  The roof was replaced in 2007 and the AC was replaced in 2017 so all big ticket items in this home have lots of remaining life.  The screened porch on the back of the home is perfect for enjoying the outdoors and the LARGE back yard.   If a third bedroom is needed it could easily be converted.  Close to everything including a few beaches to enjoy the sunset.  It doesn't get much better than this so make an appointment to see this home, the listing agent is standing by to make that happen for you."
,"Orlando","FL","7814 Killary Ct","32835","13121","14",,,"287",,"390000","FOR_SALE","2023-10-16","Come take a look at this gorgeous property for sale (3/2) Property is located within 5-10 minutes from all major highways has elementary and middle school in less than 5 minutes.minutes you will find yourself in multiple shopping centers and in 20 minutes you'll be in the theme parks.  Easy access to major roads and highways including the 408, Downtown Orlando, Orlando Airport, Valencia College, Orlando’s favorite Attractions, and great shopping, medical facilities, schools and restaurants are within just a short driving distance. Come see what makes this home so special! Fenced in yard with lots, garden or entertain Nice curb."
,"Lake Mary","FL","2709 Snow Goose Ln","32746","32390","14",,,"185",,"350000","FOR_SALE","2023-10-16","A TRUE DIAMOND IN THE ROUGH!  This home is ready for a new owner and some TLC, but with HUGE potentials to become your signature place. It features a bright and open floor plan, high ceilings, built-in entertainment center, a screened-in porch and mature fruit trees.  Newer A/C and roof. The gated community of Egrets Landing offers a large pool, a splash pool, a playground and so much more. It is conveniently located close to the SunRail Station, I-4, 417 and the Sanford Town Center Mall.  Owner is motivated. Make an offer today!"
,"Punta Gorda","FL","Buttonwood Plan, Burnt Store Village","33955","47252","14","1673326800000","10000","215","+","409999","FOR_SALE","2023-10-16","Brand New Home under construction in Burnt Store Village. This home is now under construction in Burnt Store Village. Stem wall concrete construction with impact windows and doors. 3 bedrooms, 2 bathrooms, 3 car attached garage, with covered lanai and front porch. 2716 total sqft. and 1908 sqft. under air. Porcelain plank tile. Shaker cabinets with soft close hardware and dovetail drawers. Granite counters. Custom wide interior millwork package. Landscaping and irrigation system. PELLETIER HOME BUILDERS PRICING INCLUDES LAND, UTILITY CONNECTION FEES PAID, IMPACT FEES PAID, AND TITLE POLICY. NO HIDDEN FEES HOMES ARE TURN KEY!"
,"EAST PALATKA","FL","107 OLD SPANISH BLUFF RD","32131","38299","14","1697428800000","-15000","203",,"295000","FOR_SALE","2023-10-16","Must see this Rare&Unique property w/Food Forest, on Approx. 1.2 acres. Home has been recently remodeled just for you! Enjoy your privacy with this 3BR/2BR home. Featuring gray faux-wood laminate in living areas & tile in wet areas. Stainless steel appliances, glass top stove, dishwasher, refrigerator, microwave. Decorative tiles & recently installed cabinets & fixtures. New Metal Roof& HVAC installed 2018. Bonus/office or Flex space.$5,000 towards closing cost or buying down rate & Move out clean with acceptable offer. 400 acre nature preserve across the street. Walking trails. Only 3 houses down from St Johns River. 2 minute walk to access for fishing/cannoning/kayak. Butterfly&Hummingbird garden. Multiple pads poured can be used for shed/Jacuzzi/Gazebo 26x28 & 11.5x11.5 Extensive list of plants & description will be available in Documents soon. Food forest is filled with multiple banana varieties, squash, peppers, herbs, multiple citrus plants, blackberries, mulberry, Guava, Avocado, pineapples & more  Estimated $50,000 in landscaping including several rare & exotic plants & flowers. Playground equiptment includes, sandbox, trampoline, rock climbing tree, tree swing, jungle gym, play pool, (playground equipment as is & can stay or be removed. There is no pool pump) Chicken coop with run! 4 houses from 6 foot easement to St. Johns River for fishing etc."
"1049617818","Naples","FL","1207 Commonwealth Cir #B-101","34116","19533","14",,,"272",,"339000","FOR_SALE","2023-10-16","You have heard it before.... LOCATION LOCATION LOCATION!!! Only this time you are truly getting it. Not only is the community in the best location of Naples only 5 minutes to I-75 and only 2 minutes to the Berkshire Shopping Center and only 15 minutes to downtown BUT the condo itself is in the perfect location. Come check out this beautiful end-unit condo located in the Abbey at Berkshire Village!! You can enjoy a very quiet and very specious screened lanai facing the river from the Gulf of Mexico. This unit also just got a ""tune up""!! Fresh Interior paint, new floors, and brand-new kitchen stainless steel appliances. It has HUGE windows from the den to the the living room and bedrooms that allow a lot of natural light in. End-units are very hard to come by and especally with a view like this one. What are you waiting for????"
,"Cocoa","FL","6595 Haven Ave","32927","10889","14",,,"281",,"285000","FOR_SALE","2023-10-16","Wonderfully updated home. Fence 2023. Exterior paint 2022. New Hurricane Shutters 2022. Roof 2010. AC 2020. Custom kitchen with soft close drawers. Enclosed porch w/vinyl wood flooring and AC -could be a 3rd bedroom or Flex Space. Inside laundry. Bay window in living room. Garage boasts lots of storage cabinets and additional refrigerator. Fenced in back yard with fruit trees, a shed, and a back porch slab great for BBQ area. Two side gates; one side opens wide for boat and RV parking. Blue allergy lamp in AC. Hard-wired fire alarms. This home has been customized for functionality and with style and comfort in mind. NO HOA.  Turn key and ready for you to move right in!"
"1001598393","JACKSONVILLE","FL","7801 POINT MEADOWS DR UNIT 1205","32256","25290","14",,,"193",,"279900","FOR_SALE","2023-10-16","Professional photos coming soon. Seller to pay up to 3% towards buyer's closing cost or rate buy down. Welcome to your new home located in the sought-after community of Point Meadows. This property presents an unparalleled opportunity for luxurious living in a prime location. Step inside to be greeted by an abundance of natural light that accentuates the spacious open floor plan. The interior features include vinyl plank flooring, high ceilings, new windows & doors. The kitchen boasts state-of-the-art stainless steel appliances, granite countertops & ample storage space. Retreat to the tranquil owner's suite, a haven of serenity & comfort, complete with a walk-in closet & spacious bathroom. The bedrooms are generously sized, providing a comfortable space for family members or guests. County records show 2 beds, w/a flex space.  Flex space has a closet & could be a 3rd bedroom, office or playroom. Enjoy your morning coffee on the screened balcony. The Point Meadows community offers an array of amenities including a clubhouse, pool & fitness center. Conveniently located near IKEA & The Town Center, this home provides easy access to the beach, hospitals, shopping & dining. Water & sewage are included w/monthly condo fees. HVAC & water tank are only 4 years old. Don't miss your opportunity for maintenance free living, a gated entry for extra security, 2 elevators & 1 dedicated parking space w/lots of extra open parking."
,"Punta Gorda","FL","1181 Shetland St","33980","13366","14",,,"195",,"330000","FOR_SALE","2023-10-16","Impressive 4 Bedroom, 2 Bathroom home with attached 2 Car Garage. Located in a quiet Port Charlotte neighborhood surrounded by Florida pines yet close to all amenities. NO HOA. NOT in a flood zone. This spacious light and bright home offers an open and split bedroom floor plan with Great Room, well equipped Kitchen, separate Dining Room, Inside Laundry. The Great Room features a cathedral ceiling and access to the screened Lanai via sliding glass doors. The Kitchen offers white cabinets, tile backsplash, breakfast bar, stainless appliances, reverse osmosis system and pantry closet. The Inside Laundry has a washer, dryer and cabinets. The Master Bedroom suite has a deep walk in closet and private bathroom with dual sinks and large walk in shower. There are three additional generous sized bedrooms and the guest bathroom has a tub/shower combo. Your living space extends via sliding glass doors to the 16x10 screened porch and on to the spacious backyard. Other features include rain gutters, sliding screen doors at the garage entrance, wood look tile throughout the home, arched doorways, front door with sidelights, water desulfurization system,  well and septic. **NEW ROOF 2021** This home is minutes from shopping, dining, I-75, a 5 minute walk to Kingsway Elementary and just a couple of blocks to Harold Avenue Regional Park. The recreation center at the park has two gymnasiums, meeting/activity rooms, two children's playgrounds, two lighted basketball courts, four lighted tennis courts, softball and baseball fields. This home is perfect for a family or those expecting lots of winter visitors. A lovely home in a great location."
,"Pensacola","FL","4773 Oakland Dr","32526","53856","14",,,"165",,"215000","FOR_SALE","2023-10-16","Nice home with many updates.  Beautiful corner lot with gorgeous shade trees trimmed nicely.  Home offers a side entry garage, fenced back yard with a double gate access. Large living room with a wood burning stove fireplace. What about that kitchen... Plenty of cabinets and large drawers. The counter space is plentiful. Fully equipped with gas Range, Fridge, dishwasher, built in for your microwave and more."
"1006905632","Palm Harbor","FL","480 Lakeview Dr APT 49","34683","13167","14",,,"266",,"449000","FOR_SALE","2023-10-16","Welcome home to the peace and tranquility offered at the highly sought-after Westlake Townhomes in Palm Harbor, Florida! This expansive townhouse at almost 1,700 square feet of living space, offers 3 bedrooms, 2 and a half bathrooms, 2 car garage, and gorgeous views of the landscaped grounds, and serene pond throughout the home. Enjoy the beautiful surrounding nature in any of the THREE private outdoor living spaces, from the brick-paved and privately fenced courtyard at the entry of the home to the private balcony accessed from the master suite, or the large patio area in the back where you can relax with friends while enjoying an evening meal. This home is the true definition of being ""move-in-ready""! From the stunning laminate flooring, freshly painted interior throughout, new high-grade carpeting in all bedrooms, luxurious hardwood cabinetry and granite countertops in the kitchen and master bathrooms, oh and did we mention the brand new AC unit recently replaced in July 2023! Westlake Village is a phenomenal community located in Palm Harbor, featuring walking trails, playgrounds, tennis courts, and use of the community pool and clubhouse for an additional yearly fee. Care-free living at its best is found at the Westlake Townhomes with exterior and roof maintenance being covered by the association among many other amenities. The private community pool is located just a hop, skip, and a jump away, from the entrance of your home! This outstanding home is located less than 8 minutes to Crystal Beach, less than 5 minutes to downtown Palm Harbor, and less than 8 minutes to Innisbrook Golf Resort. This is a rare and fantastic opportunity, call to schedule your showing today!"
"2037351737","New Port Richey","FL","4339 Tiburon Dr #15","34655","6172","14",,,"172",,"239900","FOR_SALE","2023-10-16","Unique, updated, 3 BR Condo in 34655 area code in Pasco County! Move in ready and spacious, offering 1,392 sq/ft of living space, extremely clean, well maintained and upgraded with no carpet!  Newer ceramic tile flooring in all main living areas; all BR's are laminate wood look!  Kitchen showcases a generous amount of cabinetry with popular white, raised panel doors/drawers and granite countertops. Small eat in area available in addition. Dining Room/Living room combination provides an open feel with plenty of space for large table and sectional seating.  Enjoy morning coffee in the enclosed, under air,  Florida room with an additional corridor set up for darts and even exercise equipment.  Fully enclosed, 26'x 23' walled, exterior courtyard with concrete flooring is perfect for grilling, private sunning or just enjoying being outside. An Atrium provides a unique  space in the main living area with a skylight allowing for unique decorating flair.  Also provided with this unit is a 4.5'x11' shed allowing for practical storage needs! Properly funded reserves account! Carport parking for one vehicle included and an additional reserved space close to entrance in provided. Close to shopping and healthcare with ease of access to Tampa, airport, North Pinellas Beaches and Tarpon Springs.  Enjoy exterior maintenance free living in this ""boutique'ish"" community of 16 condo units. Come and see!"
,"Destin","FL","613 Mountain Dr","32541","11102","14",,,"172",,"265000","FOR_SALE","2023-10-16","Attention Investors. Brick 3 bedroom 2 bath home in the heart of Destin. Cash purchase required due to older roof, flooring, & aluminum wiring."
"1002917490","Estero","FL","8570 Kingbird Loop APT 543","33967","21960","14",,,"285",,"329000","FOR_SALE","2023-10-16","Welcome to your dream home! Nestled in a desirable gated community with its modern updates and enviable top floor sunset views, this condo offers the perfect blend of luxury and convenience. Allow us to guide you through the remarkable features that make this residence truly special. This meticulously 4th floor updated condominium, you'll be immediately greeted by bright and airy floorplan. The interior boasts stylish finishes, including CAMBRIA quartz countertops, tile floors, stainless steel appliances, neutral interior paint, new carpet and updated primary suite bathroom w/ custom shower, rainfall shower head and separate handheld sprayer. Every detail has been carefully curated to offer an inviting atmosphere. The precise location of this unit truly allows you to experience the breath-taking western sunsets only found in Southwest Florida. The refreshing community pool and the proximity to beaches, makes this the perfect location. Condo units in Osprey Cove have a designated carport space, low association fees, NO CDD fee & this unit comes with an XL storage room. Make your showing appointment today, don't let this opportunity slip away!"
,"Crestview","FL","516 Candlewood Ln","32539","24265","14",,,"135",,"187000","FOR_SALE","2023-10-16","Attention potential investors and property renovators! This hidden gem presents an exceptional opportunity for enhancement and transformation, destined to become the talk of the neighborhood. This property features three bedrooms and two bathrooms, strategically situated in the heart of Crestview, offering aconvenient commute to local military bases, pristine beaches, and shopping centers. Its corner lot location affords ample yard space, while the fenced backyard is ideal for children and pets to enjoy. Notably, the City of Crestview has permitted a roof installation in 2016. Please note that this property is not eligible for FHA, VA, or RD loans; only conventional or cash offers will be considered. Property is lender-owned, is being sold ''as-is'', and seller makes no representations or warranties. Schedule your showing today!!!"
"2035354648","Lake Worth","FL","3376 Lucerne Park Dr #2B","33467","52321","14",,,"197",,"221900","FOR_SALE","2023-10-16","Tastefully Appointed 2nd FLR Condo situated in Cul-de-sac. Active 55+ Community. New Roof 2020 w/Accordion Shutters , Knockdown Vaulted Ceiling , Extra Insulation in Attic., and Plantation Shutters thru-out! Eat-in Kit boasts European 42'' Cabinetry , Granite Counters, & Hurricane Impact Window w/Pass-thru to Dining Area. Spacious LR leads to Screened Patio overlooking Treed Garden. Additional Slider from Patio to Mstr Suite featuring Sitting Area, Walk-in-Closet plus 2nd Closet.  Updated Mstr Bath w/Marble Vanity & Storage Cabinet, Skylite, & separate Commode/Shwr Rm. Guest Bdrm w/Sliders adjacent to impeccably updated full Bath w/Designer Porcelain Tile, Vanity w/Storage, & Skylite. HOA incl H2O, Cable, & Internet. Amenities Galore, Htd  Pool, Work-out area, Pickleball, Tennis, & Clubs!"
,"Lake City","FL","378 NW Clubview Cir","32055","52847","14",,,"93",,"254800","FOR_SALE","2023-10-16","A 2-story brick beauty just waiting to be loved once again! Situated on just shy of half an acre, this 2,700+ SF home truly has room for everyone. The downstairs floorplan offers 1 bedroom with a walk-in closet, 1 full bath, formal living and dining rooms, eat-in kitchen, family room with adjacent office, laundry/utility room and side-entry garage. The primary suite plus 2 additional bedrooms and 1 full bath are located upstairs. The result will be well-worth the work on this one! Located less than 1 mile from The Country Club at Lake City, and less than 2 miles from I-75 at US 90. Don't miss this unique opportunity in the heart of Lake City!"
"2289120673","Bonita Springs","FL","28051 Bridgetown Ct #5723","34135","30527","14",,,"343",,"469000","FOR_SALE","2023-10-16","Location, Location, Location...just minutes away from the ""new downtown"" development of Midtown Bonita, where a planned boutique hotel, shops, and restaurants are Coming Soon! With unparalleled views, this Diangelo floor plan has 2 bedrooms plus a den and 2 lanais. Enjoy breathtaking vistas as you immerse yourself in nature's symphony including a vibrant array of bird species. Witness the graceful dance of the herons amidst the backdrop of the swaying palms. Start your day with a burst of golden hues as the sun ascends over the treetops. In the evening, unwind with your favorite beverage on your private front lanai, while the sun paints the sky for a stunning sunset. Conveniently connected to the vibrant pulse of Naples to the South, and Ft. Myers to the North. This is more than a home; it's a lifestyle. A testament to the allure of Florida's natural beauty and a sanctuary where every day feels like a vacation. Don't miss the chance to make this 2nd-story ""Turnkey"" condo yours, a haven where tranquility and convenience coalesce in perfect harmony. This community offers an array of resort style amenities - see photos. Social Membership included to enhance your SWFL lifestyle."
